id,nome,categoria,descricao,funcao,estado,municipio
3f2e1d0c-9b8a-7c6d-5e4f-3a2b1c0d9e8f,Hospital Santa Casa de Misericórdia,Ciências Médicas,Hospital filantrópico,Médico cirurgião,Minas Gerais,Belo Horizonte
0a1b2c3d-4e5f-6789-abcd-ef0123456789,Grupo CCR,Engenharias,Infraestrutura de transportes,Engenheiro civil,São Paulo,São Paulo
15f2d16a-742d-4e7d-bf5c-2a897e9870bc,Ambev,Gestão & Negócios,Multinacional de bebidas,Analista de logística,São Paulo,São Paulo
6b4f79d8-824c-4d77-9c20-9c8a0e38f2a5,Pão de Açúcar,Gestão & Negócios,Rede de supermercados,Gerente de loja,São Paulo,São Paulo
9b3e1c6f-4db7-4b30-a4e4-26f5d3a15df1,Magazine Luiza,Gestão & Negócios,Rede varejista de eletrônicos,Atendente de vendas,Minas Gerais,Belo Horizonte
1d65a8e4-8c3f-48a7-9e93-9a5e76d1e5f3,Bradesco,Gestão & Negócios,Banco privado,Analista financeiro,Rio de Janeiro,Rio de Janeiro
4e82f27e-13e4-4dbf-9d20-b6cfc8335f62,CIEE,Ciências Humanas,Organização de estágios e oportunidades,Coordenador de estágio,Rio Grande do Sul,Porto Alegre
e3dcb2a7-41a2-4f7a-9586-7cfcf493ca8e,Natura,Comunicação & Artes,Empresa de cosméticos,Consultor de vendas,São Paulo,Campinas
fb9745b9-0e88-49f6-8c12-49d08e7d8fbb,Petrobras,Engenharias,Empresa de petróleo e gás,Engenheiro de projetos,Rio de Janeiro,Rio de Janeiro
5a2e39c6-5477-4f7e-8a0d-23f4be741bba,Unimed,Ciências Médicas,Cooperativa médica,Recepcionista,Rio de Janeiro,Niterói
3e0c5d82-7016-4e63-b2b6-75e5d3bf1a90,Santa Casa de Misericórdia,Ciências Médicas,Hospital filantrópico,Enfermeiro,Minas Gerais,Belo Horizonte
3f2935f6-1587-4f45-9cfa-92784b3d79bc,Senai,Engenharias,Serviço Nacional de Aprendizagem Industrial,Instrutor técnico,São Paulo,São Paulo
d84b1ea7-55d3-4f17-bbc2-bc863dbbd3fc,Hospital Moinhos de Vento,Ciências Médicas,Hospital privado de referência,Médico plantonista,Rio Grande do Sul,Porto Alegre
8c5e6f14-7a24-4cc1-9ef9-61c9a57f6ae3,Grupo Boticário,Comunicação & Artes,Empresa de cosméticos,Promotor de vendas,Paraná,Curitiba
c3f9e4b2-f7d0-4a5d-85a8-53d9e9af12e1,Copasa,Engenharias,Companhia de saneamento,Engenheiro ambiental,Minas Gerais,Belo Horizonte
2f76311e-9ec1-40f8-85bc-05e18a70bb0c,Correios,Gestão & Negócios,Empresa pública de serviços postais,Atendente de agência,Rio de Janeiro,Rio de Janeiro
ae5c7c19-01e3-4a79-9b2a-2a9bb24a911a,Hospital das Clínicas da USP,Ciências Médicas,Hospital universitário,Enfermeiro,São Paulo,São Paulo
b2b4b3d7-5ad0-4f06-b464-7a4d1b6b97df,Amil,Ciências Médicas,Plano de saúde,Assistente administrativo,São Paulo,São Paulo
3a7f8619-cb9e-44d6-b2ae-fdba2e8f442e,Grupo CCR,Engenharias,Infraestrutura de transportes,Engenheiro civil,São Paulo,São Paulo
9f73899a-569f-488f-b721-20f1f3d2b427,Hospital São Lucas,Ciências Médicas,Hospital privado,Assistente administrativo,Rio Grande do Sul,Porto Alegre
7e2e9d0d-fcae-41ed-9d0e-7954cb1c5424,Via Varejo,Gestão & Negócios,Rede varejista,Assistente de vendas,São Paulo,São Paulo
a0dc51f5-1f5c-4a3d-94de-671c5f426e8e,Suzano Papel & Celulose,Engenharias,Empresa de papel e celulose,Analista ambiental,São Paulo,Ribeirão Preto
5126de77-47d4-43f9-bd63-c1c26e4dce82,Hospital Regional de Maringá,Ciências Médicas,Hospital público,Enfermeiro,Paraná,Maringá
48b6ccf2-90c9-488a-93d3-23a64a6eae53,CIEE,Ciências Humanas,Organização de estágios e oportunidades,Analista de RH,São Paulo,São Paulo
1b38b78a-d3f8-46e4-8837-c68a5e78db33,BRF,Gestão & Negócios,Indústria alimentícia,Analista de produção,Santa Catarina,Itajaí
0fa09e3a-348d-47f9-a9e2-6c0e28c1ac4e,Hospital Santa Marcelina,Ciências Médicas,Hospital filantrópico,Médico residente,São Paulo,São Paulo
5c3dba20-fade-4f38-b7a8-1a74ecb3703d,Magazine Luiza,Gestão & Negócios,Rede varejista,Atendente,São Paulo,Campinas
29f13d5f-c88e-4464-9081-bf9b689678e0,Hospital Santa Casa de Misericórdia,Ciências Médicas,Hospital filantrópico,Médico cirurgião,Minas Gerais,Belo Horizonte
2ef4c535-755a-4c45-9e5d-f6de34f31219,Grupo Pão de Açúcar,Gestão & Negócios,Rede de supermercados,Gerente de loja,São Paulo,São Paulo
40b6d4ab-4eb7-4bfa-bf3c-b765af6d0a6f,Suzano Papel & Celulose,Engenharias,Empresa de papel e celulose,Analista ambiental,São Paulo,Ribeirão Preto
0b15ed0a-4d6c-4173-b8e2-8f148fb22f5d,Hospital Santa Casa de São Paulo,Ciências Médicas,Hospital filantrópico,Enfermeiro,São Paulo,São Paulo
6ad17f67-25d2-4ac2-a2d7-5b4a0a8e2ed9,Hospital São Paulo,Ciências Médicas,Hospital universitário,Médico residente,São Paulo,São Paulo
c06eb7d9-6e64-4ea6-a157-06f9e48df578,São Camilo Saúde,Ciências Médicas,Hospital privado,Assistente administrativo,Rio de Janeiro,Rio de Janeiro
a0c17f54-5e72-49aa-bde4-43e5873c7e92,Hospital Albert Einstein,Ciências Médicas,Hospital privado de referência,Médico cirurgião,São Paulo,São Paulo
1cbe354a-6ca2-4ff6-9d7a-8d37b3e5e43e,CPFL Energia,Engenharias,Empresa de energia,Engenheiro eletricista,São Paulo,Campinas
e18b18d7-1c92-4f9d-bc4f-0e48c53ef3f2,Banco do Brasil,Gestão & Negócios,Banco público,Analista financeiro,Rio de Janeiro,Rio de Janeiro
92bc5537-063d-4010-ae47-81f2a9e8b8d1,Hospital Sírio-Libanês,Ciências Médicas,Hospital privado,Enfermeiro,São Paulo,São Paulo
18f7d45a-5063-4c0e-9d36-9c5b8f2b5de3,Amil,Ciências Médicas,Plano de saúde,Assistente administrativo,Rio de Janeiro,Niterói
44a8f7e1-51a4-4f79-9304-7cb83e7c3c39,Embraer,Engenharias,Indústria aeronáutica,Engenheiro de produção,São Paulo,São José dos Campos
236de74c-7e8e-4c8f-bb57-3178ae40e2d2,Hospital do Coração,Ciências Médicas,Hospital especializado,Médico cardiologista,São Paulo,São Paulo
b9263b5f-4d67-4ed4-bb62-38f5cfc0e923,BRK Ambiental,Engenharias,Empresa de saneamento,Engenheiro ambiental,Rio de Janeiro,Rio de Janeiro
11e16e25-b0d6-44f3-80a6-6a60e854df7e,Hospital Beneficência Portuguesa,Ciências Médicas,Hospital privado,Médico residente,São Paulo,São Paulo
ff1c772b-1e2b-4a72-8dcd-8439615c7764,Localiza,Gestão & Negócios,Empresa de aluguel de carros,Atendente,São Paulo,Campinas
67d3c5f4-7a4b-42c2-bd59-5866aa5d1ec8,Hospital das Clínicas de Porto Alegre,Ciências Médicas,Hospital universitário,Enfermeiro,Rio Grande do Sul,Porto Alegre
2cb59a8e-97eb-4273-a1f7-44e8a2ad2b09,CIEE,Ciências Humanas,Organização de estágios e oportunidades,Analista de RH,Rio de Janeiro,Rio de Janeiro
3b9654c1-4f1a-46f6-837d-26ebf7f9d3e6,Grupo Boticário,Comunicação & Artes,Empresa de cosméticos,Promotor de vendas,Santa Catarina,Blumenau
e58e3d3c-fd0b-4bb4-9f61-f7a272bcfa3a,Hospital de Clínicas de Curitiba,Ciências Médicas,Hospital universitário,Médico residente,Paraná,Curitiba
a42993e7-701f-4e89-86a0-cd0e3de1187b,Banco Itaú,Gestão & Negócios,Banco privado,Gerente de contas,São Paulo,São Paulo
fbc11326-42c3-4c7d-94a5-f9a8c58d53f7,Hospital São Vicente de Paulo,Ciências Médicas,Hospital filantrópico,Enfermeiro,Rio Grande do Sul,Porto Alegre
51a0e59b-4c3d-4ea2-83fa-03a95e9bc0a8,Companhia Energética de Minas Gerais,Engenharias,Empresa de energia,Engenheiro eletricista,Minas Gerais,Belo Horizonte
be251f3f-c7c8-4b12-b3cc-67b740bd3e96,Hospital Municipal de São José dos Campos,Ciências Médicas,Hospital público,Assistente administrativo,São Paulo,São José dos Campos
c729bd9e-6824-4b87-9b87-d4914127e692,Hospital Geral de Fortaleza,Ciências Médicas,Hospital público,Médico plantonista,Ceará,Fortaleza
92d7c36a-21a1-43e2-8045-c7a394e2ea14,Embrapa,Ciências Agrárias & Meio Ambiente,Empresa de pesquisa agropecuária,Pesquisador agrícola,DF,Brasília
b11a5c87-8758-40a1-9d07-cdd872deca0f,Hospital Evangélico de Londrina,Ciências Médicas,Hospital privado,Enfermeiro,Paraná,Londrina
2d9a7b98-b7f7-44ea-bf08-30623a8f01ed,Rede D’Or São Luiz,Ciências Médicas,Grupo hospitalar,Médico plantonista,Rio de Janeiro,Rio de Janeiro
d1342f81-9f56-44a2-9d4e-68a2c27f0710,Grupo Algar,Gestão & Negócios,Empresa de telecomunicações e serviços,Analista comercial,Minas Gerais,Uberlândia
a9513ec9-73e2-4eaf-8927-7d481e6ebd88,Hospital São Rafael,Ciências Médicas,Hospital privado,Enfermeiro,Bahia,São Salvador
3a2f57b4-1b9c-4cd2-a48b-490ade04eae4,Grupo Fleury,Ciências Médicas,Diagnóstico médico,Auxiliar de laboratório,São Paulo,São Paulo
fcbe5c75-cc4d-4f74-981d-11a9d6dbf7d6,Hospital das Clínicas de Ribeirão Preto,Ciências Médicas,Hospital universitário,Médico residente,São Paulo,Ribeirão Preto
bdcdd6a4-e812-4c28-b85c-7490d6bc4371,MRV Engenharia,Engenharias,Incorporação e construção civil,Engenheiro civil,Minas Gerais,Belo Horizonte
4e0cae36-36e1-4c3d-883e-461d4f8672d9,Hospital São Lucas, Ciêncais Médicas,Hospital privado,Assistente administrativo,Rio Grande do Sul,Porto Alegre
45c3442b-9a47-4ee1-bd7c-2e0cb88b3fda,CIEE,Ciências Humanas,Organização de estágios e oportunidades,Coordenador de projetos,Rio de Janeiro,Rio de Janeiro
72f4c187-9d4f-4fbb-b1af-07c35b53c6c7,Banco Santander,Gestão & Negócios,Banco privado,Analista de crédito,São Paulo,São Paulo
e7927ab0-7ff3-4ee4-9a21-cb7322e53b53,Hospital Moinhos de Vento,Ciências Médicas,Hospital privado,Enfermeiro,Rio Grande do Sul,Porto Alegre
da3c4b58-08a0-4744-8a9a-0d5b8f8237a7,Unimed,Ciências Médicas,Plano de saúde,Recepcionista,Rio de Janeiro,Rio de Janeiro
da1a84f3-cbc1-496e-b99d-46473c1e48b3,Grupo Pão de Açúcar,Gestão & Negócios,Rede de supermercados,Gerente de supermercado,São Paulo,São Paulo
2aebd1e6-bd0e-4c9a-9d5e-b8eae7e7f4db,Hospital Santa Catarina,Ciências Médicas,Hospital privado,Médico plantonista,Santa Catarina,Florianópolis
7de9e1e9-5a55-4c13-9082-68d53bbdb763,CPFL Energia,Engenharias,Empresa de energia,Engenheiro elétrico,São Paulo,São Paulo
9c2f3d4f-345b-4231-9f7a-8758b8a23d4e,Hospital São José,Ciências Médicas,Hospital privado,Auxiliar de enfermagem,São Paulo,São Paulo
d4a1d291-0f0e-4b2d-8358-5d8e0f7a7e6e,Banco Bradesco,Gestão & Negócios,Banco privado,Gerente de contas,Rio de Janeiro,Rio de Janeiro
26d1f6a2-530c-4a72-8af9-1c30b4a2c3c5,Hospital Albert Einstein,Ciências Médicas,Hospital de referência,Médico cirurgião,São Paulo,São Paulo
f3c5671e-6c3b-4bca-9b20-f4d9f7a7e78a,Localiza,Gestão & Negócios,Empresa de aluguel de veículos,Atendente,São Paulo,Campinas
50e0b8a3-0a4c-4a82-b3d7-0c32f8b7d9f4,Hospital do Coração,Ciências Médicas,Hospital especializado,Médico cardiologista,São Paulo,São Paulo
24c179b9-9e4d-4eb3-8c5f-2a728f967d91,Banco Itaú,Gestão & Negócios,Banco privado,Analista financeiro,São Paulo,São Paulo
d5f31e97-03e9-48de-9f87-2c3f8bd9e8e4,Hospital das Clínicas de Porto Alegre,Ciências Médicas,Hospital universitário,Enfermeiro,Rio Grande do Sul,Porto Alegre
8ea7b4b6-4fcb-4a9b-8c3b-53a4f26d8b72,Grupo Boticário,Comunicação & Artes,Empresa de cosméticos,Consultor de vendas,Paraná,Curitiba
e3276a8d-9cfa-4d87-a19b-12e4c5a8b1e3,CIEE,Ciências Humanas,Organização de estágios,Analista de RH,São Paulo,São Paulo
7d49b15c-9c29-4e79-9b78-72f6d5a7e1e2,Hospital Geral de Fortaleza,Ciências Médicas,Hospital público,Médico plantonista,Ceará,Fortaleza
a3f5b1e3-4f72-4a4a-bc78-fdba2e8f8a3f,Embraer,Engenharias,Indústria aeronáutica,Engenheiro de produção,São Paulo,São José dos Campos
bfc3a287-7f53-4a61-bcca-48a6c2a7e32f,Hospital Beneficência Portuguesa,Ciências Médicas,Hospital privado,Médico residente,São Paulo,São Paulo
8fa1c7e9-4db3-4a94-a537-9e7c1b3d5e8f,Amil,Ciências Médicas,Plano de saúde,Assistente administrativo,Rio de Janeiro,Niterói
467f36e9-4a4e-4f9b-8c0f-2d9e7b4f1a9d,Hospital Evangélico de Londrina,Ciências Médicas,Hospital privado,Enfermeiro,Paraná,Londrina
a1d2e0b7-5d4b-40d4-9ed4-17a8c65f7b8e,Suzano Papel & Celulose,Engenharias,Empresa de papel e celulose,Analista ambiental,São Paulo,Ribeirão Preto
3a98f1b9-2c4d-4e5b-8fbd-56a7c9d8e1b3,Grupo CCR,Engenharias,Infraestrutura de transportes,Engenheiro civil,São Paulo,São Paulo
f2a6c97d-7a5e-4b7d-81f7-91a9f63c8d4b,Hospital Santa Casa de Misericórdia,Ciências Médicas,Hospital filantrópico,Médico cirurgião,Minas Gerais,Belo Horizonte
e7d1c3f9-5b6e-44e7-b7f4-d3b97e62b9d0,Banco do Brasil,Gestão & Negócios,Banco público,Analista financeiro,Rio de Janeiro,Rio de Janeiro
06b3c4a7-8d2f-40e5-bb7c-5a9f1d3e8b7c,Hospital Sírio-Libanês,Ciências Médicas,Hospital privado,Enfermeiro,São Paulo,São Paulo
8a1f2d7c-3e5a-4b28-8dbe-98f7a6e4b5d2,Grupo Algar,Gestão & Negócios,Empresa de telecomunicações,Analista comercial,Minas Gerais,Uberlândia
d1f2a3b4-5678-4c9e-9123-abcdef123456,Supermercado Bom Preço,Sem graduação,Rede de supermercados regional,Operador de caixa,São Paulo,São Paulo
e2b3c4d5-6789-4d0f-8234-bcdefa234567,Transporte Rápido Ltda,Sem graduação,Empresa de transporte de cargas e encomendas,Motorista de entrega,Rio de Janeiro,Rio de Janeiro
f3c4d5e6-7890-4e1a-9345-cdefab345678,Construtora Forte Pedra,Sem graduação,Construtora focada em obras residenciais,Ajudante de obras,Minas Gerais,Belo Horizonte
a4d5e6f7-8901-4f2b-a456-defabc456789,Restaurante Sabor Caseiro,Sem graduação,Restaurante tradicional da região,Auxiliar de cozinha,Rio Grande do Sul,Porto Alegre
b5e6f7a8-9012-4g3c-b567-efabcd567890,Limpeza Total,Sem graduação,Empresa de serviços de limpeza e conservação,Auxiliar de limpeza,Paraná,Curitiba
c6f7a8b9-0123-4h4d-c678-fabcde678901,Serviços Gerais Brasil,Sem graduação,Prestadora de serviços gerais diversos,Recepcionista,Santa Catarina,Florianópolis
d7a8b9c0-1234-4i5e-d789-abcdef789012,Loja de Conveniência Central,Sem graduação,Loja de conveniência em posto de combustível,Atendente,Rio de Janeiro,Niterói
e8b9c0d1-2345-4j6f-e890-bcdefa890123,Oficina Mecânica São José,Sem graduação,Oficina mecânica especializada em manutenção leve,Mecânico assistente,São Paulo,São Paulo
f9c0d1e2-3456-4k7g-f901-cdefab901234,Agropecuária Verde Campo,Sem graduação,Empresa de agropecuária e criação de animais,Trabalhador rural,Mato Grosso,Cuiabá
a0d1e2f3-4567-4l8h-0a12-defabc012345,Empresa de Segurança Alfa,Sem graduação,Serviço de segurança patrimonial,Segurança patrimonial,Paraná,Londrina
f1a2b3c4-7890-4d1e-9234-xyz123abc456,Construtora Nova Terra,Sem graduação,Construtora atuante em obras comerciais,Auxiliar de pedreiro,Rio de Janeiro,Nova Iguaçu
a2b3c4d5-8901-4e2f-0345-abc456def789,Mercado Central,Sem graduação,Supermercado com atuação local,Repositor de mercadorias,São Paulo,Guarulhos
b3c4d5e6-9012-4f3g-1456-def789abc012,Transportadora Expresso Sul,Sem graduação,Transportadora especializada em cargas expressas,Assistente de logística,Rio Grande do Sul,Porto Alegre
c4d5e6f7-0123-4g4h-2567-fab012def345,Serviços Gerais Alpha,Sem graduação,Empresa de limpeza comercial,Servente de limpeza,Minas Gerais,Uberlândia
d5e6f7a8-1234-4h5i-3678-cde345fab678,Restaurante Delícia Caseira,Sem graduação,Restaurante familiar,Garçom,Paraná,Cascavel
e6f7a8b9-2345-4i6j-4789-efb678cde901,Loja Popular,Sem graduação,Loja de varejo popular,Atendente de loja,Santa Catarina,Joinville
f7a8b9c0-3456-4j7k-5890-fcd901efb234,Empresa de Jardinagem Verde Vida,Sem graduação,Serviços de jardinagem e paisagismo,Auxiliar de jardinagem,São Paulo,Campinas
a8b9c0d1-4567-4k8l-6901-abcdef123567,Oficina Mecânica Rápida,Sem graduação,Oficina mecânica para manutenção rápida,Ajudante de mecânico,Rio de Janeiro,Duque de Caxias
b9c0d1e2-5678-4l9m-7012-bcdefa234678,Supermercado Varejão,Sem graduação,Supermercado regional,Estoquista,Rio Grande do Norte,Natal
c0d1e2f3-6789-4m0n-8123-cdefab345789,Serviços de Entrega Ágil,Sem graduação,Empresa de entregas rápidas,Motoboy,São Paulo,São Bernardo do Campo
d9e8f7a6-1234-4n1o-9234-def123abc789,Serviços Gerais Rápidos,Sem graduação,Empresa especializada em limpeza residencial e comercial,Auxiliar de serviços gerais,Rio de Janeiro,Belford Roxo
e0f9a8b7-2345-4o2p-0345-abc456def890,Restaurante Maré Alta,Sem graduação,Restaurante à beira-mar,Auxiliar de cozinha,Rio Grande do Sul,Tramandaí
f1a0b9c8-3456-4p3q-1456-def789abc123,Loja Express,Sem graduação,Loja de conveniência em postos de gasolina,Operador de caixa,São Paulo,Santos
a2b1c0d9-4567-4q4r-2567-fab012def456,Construtora Horizonte,Sem graduação,Construtora de edifícios residenciais,Servente de obras,Minas Gerais,Contagem
b3c2d1e0-5678-4r5s-3678-cde345fab789,Transportes Rodo Sul,Sem graduação,Empresa de transporte rodoviário,Motorista carreteiro,Paraná,Foz do Iguaçu
c4d3e2f1-6789-4s6t-4789-efb678cde012,Supermercado São João,Sem graduação,Supermercado local,Repositor de mercadorias,Santa Catarina,Blumenau
d5e4f3a2-7890-4t7u-5890-fcd901efb345,Oficina Auto Center,Sem graduação,Oficina mecânica especializada em veículos leves,Ajudante de oficina,Rio de Janeiro,Nova Friburgo
e6f5a4b3-8901-4u8v-6901-abcdef123678,Empresa de Segurança Alpha,Sem graduação,Serviços de segurança privada,Segurança patrimonial,Rio Grande do Norte,Mossoró
f7a6b5c4-9012-4v9w-7012-bcdefa234789,Padaria e Confeitaria Pão Quente,Sem graduação,Padaria artesanal,Atendente de balcão,São Paulo,Guarulhos
a8b7c6d5-0123-4w0x-8123-cdefab345890,Limpeza Express,Sem graduação,Empresa de limpeza e conservação,Auxiliar de limpeza,Paraná,Curitiba
b1c2d3e4-1357-4x1y-9234-def456abc123,Supermercado Nova Estação,Sem graduação,Supermercado local com foco em atendimento rápido,Operador de caixa,Maranhão,São Luís
c2d3e4f5-2468-4y2z-0345-abc789def456,Restaurante Bom Sabor,Sem graduação,Restaurante popular,Garçom,Bahia,Salvador
d3e4f5a6-3579-4z3a-1456-def012abc789,Transportadora Ágil Brasil,Sem graduação,Empresa de transporte de cargas,Auxiliar de carga,São Paulo,Osasco
e4f5a6b7-4680-4a4b-2567-fab345def012,Loja Popular Center,Sem graduação,Loja de varejo popular,Atendente de loja,Rio de Janeiro,Nova Iguaçu
f5a6b7c8-5791-4b5c-3678-cde678fab345,Construtora Vida Nova,Sem graduação,Construtora focada em reformas,Servente de obras,Minas Gerais,Betim
a6b7c8d9-6802-4c6d-4789-efb901cde678,Empresa de Jardinagem Florescer,Sem graduação,Serviços de jardinagem,Auxiliar de jardinagem,Paraná,Ponta Grossa
b7c8d9e0-7913-4d7e-5890-fcd234efb901,Oficina Mecânica Rápida,Sem graduação,Oficina especializada em motos,Ajudante de mecânico,Rio Grande do Sul,Caxias do Sul
c8d9e0f1-8024-4e8f-6901-abcdef345234,Padaria Pão do Povo,Sem graduação,Padaria tradicional,Auxiliar de padaria,São Paulo,Guarulhos
d9e0f1a2-9135-4f9g-7012-bcdefa456345,Serviços Gerais Brasil,Sem graduação,Serviços gerais diversos,Auxiliar de serviços gerais,Rio de Janeiro,São Gonçalo
e0f1a2b3-0246-4g0h-8123-cdefab567456,Limpeza Total,Sem graduação,Empresa de limpeza e conservação,Auxiliar de limpeza,Santa Catarina,Joinville
f1e2d3c4-1357-4h1i-9234-def789abc456,Supermercado Econômico,Sem graduação,Supermercado regional com foco em preço baixo,Operador de caixa,Pernambuco,Recife
a2b3c4d5-2468-4i2j-0345-abc012def789,Restaurante Ponto Certo,Sem graduação,Restaurante self-service,Auxiliar de cozinha,Ceará,Fortaleza
b3c4d5e6-3579-4j3k-1456-def345abc012,Transportadora NorteSul,Sem graduação,Transportadora de cargas expressas,Motorista de entrega,Rio Grande do Norte,Natal
c4d5e6f7-4680-4k4l-2567-fab678def345,Loja Varejão Popular,Sem graduação,Loja de varejo popular,Atendente de loja,Mato Grosso,Cuiabá
d5e6f7a8-5791-4l5m-3678-cde901fab678,Construtora Brilho do Sol,Sem graduação,Construtora de obras residenciais,Ajudante de obras,Paraíba,João Pessoa
e6f7a8b9-6802-4m6n-4789-efb234cde901,Empresa de Jardinagem Verdejante,Sem graduação,Serviços de jardinagem e manutenção,Auxiliar de jardinagem,Rio Grande do Sul,Porto Alegre
f7a8b9c0-7913-4n7o-5890-fcd567efb234,Oficina Mecânica Auto+,Sem graduação,Oficina mecânica geral,Servente de oficina,São Paulo,São Carlos
a8b9c0d1-8024-4o8p-6901-abcdef678345,Padaria Trigal,Sem graduação,Padaria e confeitaria local,Auxiliar de padaria,Minas Gerais,Juiz de Fora
b9c0d1e2-9135-4p9q-7012-bcdefa789456,Serviços Gerais Ágil,Sem graduação,Empresa de serviços gerais,Auxiliar de serviços gerais,Rio de Janeiro,Mage
c0d1e2f3-0246-4q0r-8123-cdefab890567,Limpeza Expressa,Sem graduação,Serviços de limpeza comercial e residencial,Auxiliar de limpeza,Paraná,Curitiba
d1e2f3a4-1357-4r1s-9234-def012abc345,Supermercado Bom Preço,Sem graduação,Supermercado com foco em variedade e preço baixo,Operador de caixa,Maranhão,Caxias
e2f3a4b5-2468-4s2t-0345-abc345def678,Restaurante Sabor da Terra,Sem graduação,Restaurante regional,Garçom,Bahia,Feira de Santana
f3a4b5c6-3579-4t3u-1456-def678abc901,Transportadora Rápida,Sem graduação,Transportadora especializada em entregas urbanas,Auxiliar de carga,São Paulo,Barueri
a4b5c6d7-4680-4u4v-2567-fab901def234,Loja Popular Fácil,Sem graduação,Loja de varejo popular,Atendente de loja,Rio de Janeiro,Duque de Caxias
b5c6d7e8-5791-4v5w-3678-cde234fab567,Construtora Nova Era,Sem graduação,Construtora focada em reformas residenciais,Servente de obras,Minas Gerais,Contagem
c6d7e8f9-6802-4w6x-4789-efb567cde890,Empresa de Jardinagem Verde Vida,Sem graduação,Serviços de jardinagem e paisagismo,Auxiliar de jardinagem,Paraná,Londrina
d7e8f9a0-7913-4x7y-5890-fcd890efb123,Oficina Mecânica Rápida,Sem graduação,Oficina especializada em veículos leves,Ajudante de mecânico,Rio Grande do Sul,Caxias do Sul
e8f9a0b1-8024-4y8z-6901-abcdef123456,Padaria Pão Quente,Sem graduação,Padaria artesanal,Auxiliar de padaria,São Paulo,Campinas
f9a0b1c2-9135-4z9a-7012-bcdef456789,Serviços Gerais Brasil,Sem graduação,Serviços gerais diversos,Auxiliar de serviços gerais,Rio de Janeiro,Niterói
a0b1c2d3-0246-4a0b-8123-cdef78901234,Limpeza Express,Sem graduação,Empresa de limpeza e conservação,Auxiliar de limpeza,Santa Catarina,Florianópolis
e1f2a3b4-1357-4b1c-9234-def345abc678,Distribuidora Sol Nascente,Sem graduação,Distribuidora de bebidas e alimentos,Estoquista,Rio Grande do Sul,Porto Alegre
f2a3b4c5-2468-4c2d-0345-abc678def901,Restaurante Caseiro,Sem graduação,Restaurante com culinária regional,Auxiliar de cozinha,Maranhão,São Luís
a3b4c5d6-3579-4d3e-1456-def901abc234,Transportadora Ágil,Sem graduação,Empresa de transporte de cargas,Motorista entregador,São Paulo,Guarulhos
b4c5d6e7-4680-4e4f-2567-fab234def567,Loja Popular Mega,Sem graduação,Loja de varejo popular,Atendente de loja,Rio de Janeiro,Belford Roxo
c5d6e7f8-5791-4f5g-3678-cde567fab890,Construtora Horizonte,Sem graduação,Construtora focada em obras residenciais,Servente de obras,Minas Gerais,Belo Horizonte
d6e7f8a9-6802-4g6h-4789-efb890cde123,Empresa Verde Jardim,Sem graduação,Serviços de jardinagem e manutenção,Auxiliar de jardinagem,Paraná,Maringá
e7f8a9b0-7913-4h7i-5890-fcd123efb456,Oficina Rápida Auto,Sem graduação,Oficina mecânica geral,Ajudante de oficina,Rio Grande do Sul,Caxias do Sul
f8a9b0c1-8024-4i8j-6901-abcdef456789,Padaria Trigo Doce,Sem graduação,Padaria e confeitaria,Auxiliar de padaria,São Paulo,Santo André
a9b0c1d2-9135-4j9k-7012-bcdef789012,Serviços Gerais Ágil,Sem graduação,Serviços gerais diversos,Auxiliar de serviços gerais,Rio de Janeiro,Nova Iguaçu
b0c1d2e3-0246-4k0l-8123-cdef01234567,Limpeza Total,Sem graduação,Empresa de limpeza e conservação,Auxiliar de limpeza,Santa Catarina,Joinville
f9b8a7c6-1357-4l1m-9234-def456abc789,Mercearia Boa Compra,Sem graduação,Mercearia local com variedade de produtos,Atendente de mercearia,Mato Grosso,Cuiabá
e8d7c6b5-2468-4m2n-0345-abc789def012,Lanchonete Sabor & Cia,Sem graduação,Lanchonete com atendimento rápido,Atendente de lanchonete,Pernambuco,Recife
d7c6b5a4-3579-4n3o-1456-def012abc345,Transportadora Expresso Rápido,Sem graduação,Transportadora de cargas expressas,Auxiliar de logística,Rio Grande do Norte,Mossoró
c6b5a493-4680-4o4p-2567-fab345def678,Loja Popular Atacado,Sem graduação,Loja de varejo popular,Repositor de mercadorias,Paraná,Curitiba
b5a49382-5791-4p5q-3678-cde678fab901,Construtora Terra Firme,Sem graduação,Construtora focada em obras públicas,Servente de obras,Minas Gerais,Uberlândia
a4938271-6802-4q6r-4789-efb901cde234,Empresa Verde Limpeza,Sem graduação,Serviços de limpeza residencial e comercial,Auxiliar de limpeza,Rio de Janeiro,Rio de Janeiro
94837261-7913-4r7s-5890-fcd234efb567,Oficina Mecânica Alfa,Sem graduação,Oficina especializada em veículos pesados,Ajudante de mecânico,São Paulo,Santos
83726150-8024-4s8t-6901-abcdef345678,Padaria Pão & Cia,Sem graduação,Padaria tradicional e confeitaria,Auxiliar de padaria,Rio Grande do Sul,Porto Alegre
72615049-9135-4t9u-7012-bcdefa456789,Serviços Gerais Rápidos,Sem graduação,Serviços gerais diversos,Auxiliar de serviços gerais,Santa Catarina,Blumenau
61504938-0246-4u0v-8123-cdefab567890,Limpeza Expressa,Sem graduação,Empresa de limpeza e conservação,Auxiliar de limpeza,Paraná,Ponta Grossa
a1b2c3d4-1357-4v1w-9234-def678abc901,Supermercado Boa Sorte,Sem graduação,Supermercado local com variedade de produtos,Operador de caixa,Rio de Janeiro,Rio de Janeiro
