id,nome_insituicao,categoria,curso,valor_da_bolsa,modelo_de_curso,data_inicio,data_fim,estado,municipio
0fb591a8-9997-44d8-afff-bc3f041630f6,Universidade Juazeiro do Norte,Sem graduação,Português para Estrangeiros,25% gratuita,EAD,2025-07-10,2028-07-09,Ceará,Juazeiro do Norte
1505076d-d6c8-408d-829c-3b7e7ed49bf8,Universidade Arapiraca,TI & Computação,Análise e Desenvolvimento de Sistemas,25% gratuita,Presencial,2025-08-15,2027-08-15,Alagoas,Arapiraca
3248e7ec-d522-41e2-8da1-5a510ac9bce1,Universidade Recife,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,50% gratuita,Presencial,2025-06-29,2026-06-29,Pernambuco,Recife
0d7cf9ab-2093-46d4-a6dc-2be62eb9c3d3,Universidade Arapiraca,Ciências Humanas,Filosofia,50% gratuita,EAD,2025-07-20,2029-07-19,Alagoas,Arapiraca
f3350a18-b833-4ddf-8256-b56343b1df0c,Universidade Imperatriz,TI & Computação,Análise e Desenvolvimento de Sistemas,50% gratuita,Presencial,2025-08-04,2026-08-04,Maranhão,Imperatriz
b504c35c-be6c-4f43-b20c-c7b01ac8cb18,Universidade Santarém,Ciências Biológicas e da Saúde,Nutrição,25% gratuita,EAD,2025-06-15,2026-06-15,Pará,Santarém
8637e0f5-b3a7-4fd5-9cfe-ed4c7798a981,Universidade Teresina,Engenharias,Engenharia Elétrica,25% gratuita,Presencial,2025-07-30,2028-07-29,Piauí,Teresina
85ea1564-10ce-41a8-ae1e-538ff3e8bfd1,Universidade Vila Velha,Ciências Biológicas e da Saúde,Educação Física,50% gratuita,Presencial,2025-08-05,2028-08-04,Espírito Santo,Vila Velha
9f679fdb-8d00-4562-babc-3f8874ba597c,Universidade Nossa Senhora do Socorro,Ciências Humanas,Sociologia,50% gratuita,Hibrido,2025-07-09,2026-07-09,Sergipe,Nossa Senhora do Socorro
2f0e634a-24a1-47a0-a200-934209bf0c14,Universidade Campina Grande,Engenharias,Engenharia Mecânica,100% gratuita,Hibrido,2025-07-27,2027-07-27,Paraíba,Campina Grande
f7dced5f-0f73-4e75-9780-23e69fc53c84,Universidade Dourados,Engenharias,Engenharia Elétrica,25% gratuita,Hibrido,2025-06-13,2027-06-13,Mato Grosso do Sul,Dourados
64e5bb6c-a8ce-45d2-a136-c6b689ebc8a8,Universidade Macapá,Ciências Biológicas e da Saúde,Educação Física,75% gratuita,Hibrido,2025-06-22,2027-06-22,Amapá,Macapá
a4c10860-f566-4f97-b036-a471f88b59a3,Universidade Natal,Ciências Médicas,Medicina,100% gratuita,Hibrido,2025-07-12,2026-07-12,Rio Grande do Norte,Natal
78fc31da-fc41-4e6f-972e-c2a0fa7289a1,Universidade Anápolis,Ciências Biológicas e da Saúde,Nutrição,25% gratuita,Presencial,2025-08-14,2026-08-14,Goiás,Anápolis
3e71c26f-1ea7-468f-8ed4-27befb5029b6,Universidade Cruzeiro do Sul,Gestão & Negócios,Gestão de RH,100% gratuita,Hibrido,2025-06-02,2029-06-01,Acre,Cruzeiro do Sul
48039e18-e2bf-41e6-bf3e-2b4efce16fcf,Universidade Cuiabá,Turismo & Hospitalidade,Eventos,100% gratuita,EAD,2025-06-13,2027-06-13,Mato Grosso,Cuiabá
4490502c-55b9-43df-9cb7-75e858a3b76c,Universidade Campina Grande,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,25% gratuita,Hibrido,2025-08-13,2029-08-12,Paraíba,Campina Grande
8defa319-96fb-4b69-9a63-bcad1d6af4fd,Universidade Feira de Santana,Ciências Jurídicas,Direito,100% gratuita,Hibrido,2025-06-02,2027-06-02,Bahia,Feira de Santana
906fd512-b0ad-4d79-b2b6-2917d29b5c74,Universidade Niterói,Comunicação & Artes,Publicidade,25% gratuita,Hibrido,2025-06-23,2029-06-22,Rio de Janeiro,Niterói
7f89b155-429e-410a-8aed-d11f5e1e00b2,Universidade Imperatriz,Sem graduação,Português para Estrangeiros,25% gratuita,Presencial,2025-06-11,2028-06-10,Maranhão,Imperatriz
ca87e882-039c-401e-be4f-f17e6100b7d0,Universidade Macapá,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,25% gratuita,Presencial,2025-06-13,2027-06-13,Amapá,Macapá
e7e31d0b-8c68-4f3d-90fe-299b7a3564d2,Universidade Londrina,Turismo & Hospitalidade,Eventos,25% gratuita,Presencial,2025-06-23,2028-06-22,Paraná,Londrina
7940c01e-94d9-45ed-ba4a-b8c471a16ee3,Universidade Santarém,TI & Computação,Sistemas de Informação,25% gratuita,Hibrido,2025-07-27,2026-07-27,Pará,Santarém
7b3ad38b-9b42-4c48-bf6d-459b37ebb231,Universidade Joinville,Ciências Médicas,Medicina,50% gratuita,EAD,2025-07-02,2026-07-02,Santa Catarina,Joinville
9948085d-2670-4ff3-98ee-ea1a4869baea,Universidade Arapiraca,Sem graduação,Edição de Vídeo,25% gratuita,Presencial,2025-07-27,2029-07-26,Alagoas,Arapiraca
6cc7787f-3eb5-4f26-ac85-ca4651b5904f,Universidade Maceió,Ciências Humanas,Filosofia,25% gratuita,Presencial,2025-07-31,2029-07-30,Alagoas,Maceió
2d099515-56d6-45ab-ba83-7fc12b8a8c2d,Universidade Dourados,Ciências Jurídicas,Direito,100% gratuita,EAD,2025-08-13,2027-08-13,Mato Grosso do Sul,Dourados
ad20c3e1-3712-4d1d-989e-d302f2978dde,Universidade Anápolis,Ciências Médicas,Fisioterapia,25% gratuita,Hibrido,2025-08-08,2026-08-08,Goiás,Anápolis
712d898a-d979-4989-891c-d8ed5aef5669,Universidade Joinville,Sem graduação,Pacote Office,75% gratuita,EAD,2025-08-05,2029-08-04,Santa Catarina,Joinville
ca5918d1-4072-4440-bff0-debde74594a1,Universidade Rio de Janeiro,Arquitetura e Urbanismo & Design,Design de Interiores,100% gratuita,EAD,2025-07-11,2029-07-10,Rio de Janeiro,Rio de Janeiro
7fc1dce6-80db-4b0c-bcd0-e03db2b093ed,Universidade Juazeiro do Norte,Gestão & Negócios,Administração,50% gratuita,Presencial,2025-08-19,2028-08-18,Ceará,Juazeiro do Norte
e4841179-d4c4-432c-a193-1f30d5c17ecf,Universidade Recife,Engenharias,Engenharia Civil,100% gratuita,Hibrido,2025-07-13,2028-07-12,Pernambuco,Recife
03f3d3a1-406c-42b9-bc7e-195ee343d097,Universidade Juazeiro do Norte,Gestão & Negócios,Marketing,50% gratuita,Presencial,2025-07-31,2028-07-30,Ceará,Juazeiro do Norte
52021d4f-7dfb-4d00-ba77-835de2592098,Universidade Florianópolis,Ciências Humanas,Filosofia,75% gratuita,Hibrido,2025-08-14,2027-08-14,Santa Catarina,Florianópolis
d402702d-d04a-4cae-8b61-0c5b56d54567,Universidade Dourados,Ciências Agrárias & Meio Ambiente,Engenharia Agrônoma,50% gratuita,EAD,2025-07-22,2029-07-21,Mato Grosso do Sul,Dourados
15b2756f-1d88-48df-91ad-efd379b4d8ee,Universidade Dourados,Sem graduação,Português para Estrangeiros,75% gratuita,Presencial,2025-08-12,2027-08-12,Mato Grosso do Sul,Dourados
61012797-9caf-4ba6-8e9a-ab2b2500044c,Universidade Campo Grande,Engenharias,Engenharia Elétrica,100% gratuita,Hibrido,2025-06-13,2026-06-13,Mato Grosso do Sul,Campo Grande
b7f3338c-f290-4b27-98b7-d9260561bfe0,Universidade Vitória,Ciências Biológicas e da Saúde,Educação Física,75% gratuita,Presencial,2025-07-31,2029-07-30,Espírito Santo,Vitória
2b62b55f-1948-4915-ab02-8d593cf1ab15,Universidade Cuiabá,Engenharias,Engenharia Elétrica,100% gratuita,Presencial,2025-08-11,2027-08-11,Mato Grosso,Cuiabá
c01396ce-1a2f-470c-82b5-982340cb9f8c,Universidade Niterói,TI & Computação,Sistemas de Informação,75% gratuita,Hibrido,2025-06-08,2029-06-07,Rio de Janeiro,Niterói
4ff00bde-caca-4625-99e4-d02c4abb834d,Universidade Caruaru,Ciências Médicas,Enfermagem,75% gratuita,Presencial,2025-07-15,2027-07-15,Pernambuco,Caruaru
c1921aad-05b9-4bf7-ac3d-60ac80e06f3c,Universidade Cuiabá,Engenharias,Engenharia Civil,100% gratuita,EAD,2025-08-09,2028-08-08,Mato Grosso,Cuiabá
a5aca7d2-d934-4783-971b-9ecd56e273d9,Universidade Santarém,Ciências Jurídicas,Direito,50% gratuita,Hibrido,2025-07-09,2028-07-08,Pará,Santarém
42b566c3-7b95-4c29-9edf-5ffb57049718,Universidade Rio de Janeiro,Comunicação & Artes,Jornalismo,50% gratuita,EAD,2025-07-19,2029-07-18,Rio de Janeiro,Rio de Janeiro
5c0361c7-29db-49f7-b00f-8684475970c4,Universidade Manaus,Engenharias,Engenharia Mecânica,75% gratuita,EAD,2025-08-06,2028-08-05,Amazonas,Manaus
ce46e9b9-45eb-4892-a0f1-a1c00ef94d83,Universidade Teresina,Gestão & Negócios,Administração,75% gratuita,Presencial,2025-07-19,2029-07-18,Piauí,Teresina
a7792f11-a556-4a9e-85ba-8163b709b592,Universidade Mossoró,Ciências Médicas,Fisioterapia,75% gratuita,Hibrido,2025-07-29,2029-07-28,Rio Grande do Norte,Mossoró
e25f5ef9-984f-4390-8c30-fcd798b8ac00,Universidade Arapiraca,TI & Computação,Análise e Desenvolvimento de Sistemas,100% gratuita,EAD,2025-06-14,2028-06-13,Alagoas,Arapiraca
89d4d3e3-1955-4c76-9535-d35bbe3e2582,Universidade Uberlândia,Comunicação & Artes,Publicidade,75% gratuita,EAD,2025-06-27,2028-06-26,Minas Gerais,Uberlândia
052e4ddd-5843-4251-aec4-6268eb33a268,Universidade Belo Horizonte,Gestão & Negócios,Administração,100% gratuita,Presencial,2025-07-14,2026-07-14,Minas Gerais,Belo Horizonte
7a8bc130-6f99-4aa4-920e-0e9092a6c34f,Universidade Arapiraca,TI & Computação,Análise e Desenvolvimento de Sistemas,25% gratuita,EAD,2025-07-25,2026-07-25,Alagoas,Arapiraca
bfc04f3a-ac96-4dc1-b733-a656480e0ea9,Universidade Belém,Ciências Agrárias & Meio Ambiente,Engenharia Agrônoma,50% gratuita,Hibrido,2025-06-18,2026-06-18,Pará,Belém
62d86738-6934-437b-ac34-fc02f65e5be0,Universidade Florianópolis,Arquitetura e Urbanismo & Design,Design de Interiores,25% gratuita,Hibrido,2025-08-14,2028-08-13,Santa Catarina,Florianópolis
f8aa3533-39e0-4f5f-82e4-824a6f89b6a3,Universidade Macapá,Comunicação & Artes,Jornalismo,25% gratuita,Presencial,2025-06-11,2029-06-10,Amapá,Macapá
5d6de40a-bdc8-462c-b140-7ad20eb6062a,Universidade Porto Alegre,Arquitetura e Urbanismo & Design,Design Gráfico,100% gratuita,Presencial,2025-08-05,2027-08-05,Rio Grande do Sul,Porto Alegre
3aa561b9-8958-433d-b155-6b6525d17545,Universidade Fortaleza,Turismo & Hospitalidade,Hotelaria,75% gratuita,Hibrido,2025-06-16,2029-06-15,Ceará,Fortaleza
2c0f03ff-28c8-4409-935f-756cfcdcbcd0,Universidade Araguaína,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,100% gratuita,EAD,2025-06-22,2027-06-22,Tocantins,Araguaína
442a9dc6-463c-4486-a5f7-ecb1f4ed8bd9,Universidade Rio de Janeiro,Ciências Jurídicas,Direito,75% gratuita,Presencial,2025-06-06,2026-06-06,Rio de Janeiro,Rio de Janeiro
05ef8d2d-5515-4474-99e8-2c49cb44c59b,Universidade Anápolis,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,75% gratuita,Hibrido,2025-08-10,2027-08-10,Goiás,Anápolis
226abf1b-79f1-4908-922d-0f2e9d6ccffe,Universidade Araguaína,Ciências Médicas,Enfermagem,75% gratuita,EAD,2025-07-20,2027-07-20,Tocantins,Araguaína
c0349b9a-9f46-4bae-97fd-bd82f4f43973,Universidade Anápolis,Ciências Jurídicas,Ciências Políticas,75% gratuita,EAD,2025-08-19,2027-08-19,Goiás,Anápolis
543effd5-696d-4e4a-9509-3ec9bae0d6a1,Universidade Fortaleza,Ciências Médicas,Fisioterapia,100% gratuita,Hibrido,2025-08-10,2027-08-10,Ceará,Fortaleza
ff7a2fb2-2bfa-4665-875b-1df2fd66a294,Universidade Londrina,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,100% gratuita,Presencial,2025-07-27,2027-07-27,Paraná,Londrina
e3c21a8c-e5fc-418c-b913-d3d5200d3c31,Universidade Rio de Janeiro,Engenharias,Engenharia Elétrica,100% gratuita,Presencial,2025-06-29,2029-06-28,Rio de Janeiro,Rio de Janeiro
1959dde7-591a-43f0-ad28-b1bc6a4e79fe,Universidade Salvador,Comunicação & Artes,Rádio e TV,50% gratuita,EAD,2025-06-05,2026-06-05,Bahia,Salvador
b5cf8253-15e1-4952-a47a-4a9b1e3b84f5,Universidade Macapá,Engenharias,Engenharia Elétrica,25% gratuita,EAD,2025-06-30,2026-06-30,Amapá,Macapá
c0fa088e-4918-4dce-884d-502a0f804568,Universidade Rio de Janeiro,Engenharias,Engenharia Mecânica,25% gratuita,Presencial,2025-06-17,2026-06-17,Rio de Janeiro,Rio de Janeiro
0e0e2da9-b398-4f6c-8c76-dc737d07f171,Universidade Natal,Ciências Humanas,Sociologia,75% gratuita,EAD,2025-08-15,2029-08-14,Rio Grande do Norte,Natal
74ae8a9b-bb00-4bd4-a4c7-8618d753365b,Universidade Florianópolis,TI & Computação,Análise e Desenvolvimento de Sistemas,100% gratuita,Hibrido,2025-06-25,2028-06-24,Santa Catarina,Florianópolis
b1881309-ae2f-4774-a7f5-a03a6994d0b2,Universidade Belém,Engenharias,Engenharia Elétrica,25% gratuita,Hibrido,2025-06-13,2028-06-12,Pará,Belém
f3ed25c6-e1b1-4b90-ac04-4a380fda50a1,Universidade Araguaína,Ciências Médicas,Enfermagem,50% gratuita,EAD,2025-07-04,2027-07-04,Tocantins,Araguaína
013121c1-9e8e-45fe-80a9-0eb6c3ab25c5,Universidade Santarém,Ciências Humanas,Sociologia,50% gratuita,Hibrido,2025-06-24,2029-06-23,Pará,Santarém
0ac11df5-fc23-4b7e-952c-718ff1f96e77,Universidade Santana,TI & Computação,Análise e Desenvolvimento de Sistemas,25% gratuita,Hibrido,2025-07-06,2028-07-05,Amapá,Santana
f23eb012-ed26-4690-a7e5-d5ba3a81ee1f,Universidade Imperatriz,Gestão & Negócios,Gestão de RH,75% gratuita,Presencial,2025-06-08,2028-06-07,Maranhão,Imperatriz
1e2572c6-f05b-402a-8b4b-3752aa4f1a59,Universidade Boa Vista,Ciências Médicas,Enfermagem,25% gratuita,Presencial,2025-08-17,2029-08-16,Roraima,Boa Vista
2ac85978-bf58-4cb5-aad0-8d09e4132604,Universidade Rio de Janeiro,Arquitetura e Urbanismo & Design,Design de Interiores,50% gratuita,EAD,2025-07-05,2028-07-04,Rio de Janeiro,Rio de Janeiro
c88a336a-b70c-4add-93e3-087ce61effca,Universidade Salvador,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,25% gratuita,Presencial,2025-06-06,2027-06-06,Bahia,Salvador
6e80e314-ff56-44d9-8af1-fc5268f321d6,Universidade Feira de Santana,Comunicação & Artes,Rádio e TV,100% gratuita,Presencial,2025-06-12,2026-06-12,Bahia,Feira de Santana
207e05ee-1ec0-49b2-a672-6f2c77e6b99e,Universidade Fortaleza,Ciências Jurídicas,Direito,50% gratuita,Presencial,2025-07-18,2026-07-18,Ceará,Fortaleza
36e7b68e-f350-4fea-949d-0cc445390d09,Universidade Macapá,Ciências Médicas,Enfermagem,75% gratuita,Hibrido,2025-08-18,2027-08-18,Amapá,Macapá
29d98e1c-819d-482e-822c-1f788b71ddff,Universidade Rio Branco,Comunicação & Artes,Rádio e TV,100% gratuita,EAD,2025-07-31,2029-07-30,Acre,Rio Branco
3092effe-9edd-45ab-bfb2-1b1e3d10c497,Universidade Fortaleza,Engenharias,Engenharia Mecânica,50% gratuita,Hibrido,2025-07-27,2028-07-26,Ceará,Fortaleza
d2a14afb-cae4-4e62-ad47-c33d76a5918b,Universidade Cruzeiro do Sul,Ciências Humanas,Filosofia,50% gratuita,Presencial,2025-06-26,2028-06-25,Acre,Cruzeiro do Sul
13046423-07b0-497f-88ab-1c30efc5a217,Universidade Porto Alegre,Ciências Agrárias & Meio Ambiente,Engenharia Agrônoma,100% gratuita,EAD,2025-06-23,2029-06-22,Rio Grande do Sul,Porto Alegre
d1ff45a9-9630-41e2-89e2-298772714ab7,Universidade Vila Velha,Comunicação & Artes,Rádio e TV,100% gratuita,Hibrido,2025-06-06,2026-06-06,Espírito Santo,Vila Velha
67e97d24-4a62-4d9a-986f-0c987359f9e0,Universidade Cuiabá,Arquitetura e Urbanismo & Design,Design Gráfico,100% gratuita,Hibrido,2025-07-12,2029-07-11,Mato Grosso,Cuiabá
872581f5-c7d7-468a-8f21-c1f23db2fc73,Universidade São Luís,Ciências Médicas,Enfermagem,75% gratuita,EAD,2025-06-21,2026-06-21,Maranhão,São Luís
6a7c497a-086d-4f90-ac38-516fbe32969a,Universidade Manaus,Ciências Jurídicas,Direito,100% gratuita,Hibrido,2025-07-25,2029-07-24,Amazonas,Manaus
77b34bb1-eee2-4797-b878-21540cfd2435,Universidade Aracaju,Sem graduação,Edição de Vídeo,75% gratuita,Presencial,2025-06-15,2029-06-14,Sergipe,Aracaju
e3b49b6c-47dd-4296-8a4b-238a556e526a,Universidade Imperatriz,Comunicação & Artes,Publicidade,100% gratuita,Presencial,2025-08-07,2026-08-07,Maranhão,Imperatriz
8d52f84c-deb6-40f7-8c46-b0f8edf1b4fd,Universidade Anápolis,Engenharias,Engenharia Civil,75% gratuita,EAD,2025-06-15,2028-06-14,Goiás,Anápolis
6b6fec06-3eb4-4c45-b420-503318fc5ce3,Universidade Macapá,Gestão & Negócios,Administração,75% gratuita,Presencial,2025-07-14,2026-07-14,Amapá,Macapá
3931d0e1-c7ea-41c3-850c-2a1ed77c9be8,Universidade Araguaína,Engenharias,Engenharia Elétrica,75% gratuita,Hibrido,2025-08-12,2028-08-11,Tocantins,Araguaína
499804ee-02bf-4457-9ce3-99968122e812,Universidade Porto Velho,Arquitetura e Urbanismo & Design,Design Gráfico,25% gratuita,EAD,2025-07-09,2029-07-08,Rondônia,Porto Velho
4c4ec416-520a-4658-bf35-2d7d7fd78e8f,Universidade Vitória,Turismo & Hospitalidade,Turismo,100% gratuita,Presencial,2025-06-10,2028-06-09,Espírito Santo,Vitória
e0b79c1b-5871-4e7e-ab7b-60af73dd72a9,Universidade Goiânia,Ciências Biológicas e da Saúde,Educação Física,75% gratuita,EAD,2025-08-06,2028-08-05,Goiás,Goiânia
a71af627-af26-4abe-b1ef-c6b630fa6ed5,Universidade Dourados,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,50% gratuita,Hibrido,2025-07-21,2027-07-21,Mato Grosso do Sul,Dourados
7ff2f975-43ed-4e4b-bc51-8b0eca6d1743,Universidade Salvador,Ciências Médicas,Enfermagem,25% gratuita,Presencial,2025-06-03,2028-06-02,Bahia,Salvador
097ff509-fecb-4826-b3d7-0052598b3f58,Universidade Belo Horizonte,Arquitetura e Urbanismo & Design,Design Gráfico,100% gratuita,EAD,2025-06-03,2028-06-02,Minas Gerais,Belo Horizonte
2b71fa10-e1dd-4dc7-bc3b-b798bed5df06,Universidade Santarém,Arquitetura e Urbanismo & Design,Arquitetura,100% gratuita,EAD,2025-08-13,2027-08-13,Pará,Santarém
d1ee6c90-0fcb-4393-a8a5-5421343d3f56,Universidade Londrina,Ciências Jurídicas,Ciências Políticas,50% gratuita,EAD,2025-07-03,2027-07-03,Paraná,Londrina
ee866ef2-0fd4-4b99-a399-71eda905d859,Universidade Manaus,TI & Computação,Sistemas de Informação,75% gratuita,EAD,2025-06-18,2028-06-17,Amazonas,Manaus
dd126205-9c85-44ac-af39-bb80e8b051bb,Universidade Brasília,Arquitetura e Urbanismo & Design,Design Gráfico,25% gratuita,EAD,2025-07-04,2028-07-03,Distrito Federal,Brasília
7d17ab2e-5671-4f5d-87d4-bf6628a6d897,Universidade Cuiabá,Gestão & Negócios,Marketing,75% gratuita,EAD,2025-06-26,2026-06-26,Mato Grosso,Cuiabá
b4c47cbb-31c8-4603-a729-941fbba63702,Universidade Nossa Senhora do Socorro,Ciências Médicas,Fisioterapia,50% gratuita,Presencial,2025-07-13,2027-07-13,Sergipe,Nossa Senhora do Socorro
30715ce7-3b08-4fb2-aa7a-d557272c7e80,Universidade Nossa Senhora do Socorro,Comunicação & Artes,Publicidade,100% gratuita,Hibrido,2025-07-14,2028-07-13,Sergipe,Nossa Senhora do Socorro
69f6f52b-8a01-4624-8133-bff593852615,Universidade Feira de Santana,Gestão & Negócios,Gestão de RH,50% gratuita,EAD,2025-06-25,2026-06-25,Bahia,Feira de Santana
4a772f42-5f1c-4cec-836f-b1ddf9502bf5,Universidade Londrina,Ciências Médicas,Enfermagem,50% gratuita,Hibrido,2025-07-28,2028-07-27,Paraná,Londrina
74e3c35b-2623-4769-9ce7-26046cae01d2,Universidade Santarém,Turismo & Hospitalidade,Turismo,25% gratuita,Presencial,2025-07-12,2027-07-12,Pará,Santarém
18f35d7b-7d58-4655-aded-c1e21cd49865,Universidade Teresina,Gestão & Negócios,Gestão de RH,100% gratuita,Hibrido,2025-06-01,2028-05-31,Piauí,Teresina
364d95d0-076b-43f5-adce-0b2034ce985f,Universidade Aracaju,Ciências Jurídicas,Direito,25% gratuita,Presencial,2025-07-03,2028-07-02,Sergipe,Aracaju
f00a83c1-7086-4dd1-a670-e61688064159,Universidade Aracaju,Ciências Jurídicas,Ciências Políticas,75% gratuita,Hibrido,2025-07-06,2027-07-06,Sergipe,Aracaju
453616ca-f059-46e7-b640-0dd0ff3150e8,Universidade Anápolis,Ciências Biológicas e da Saúde,Educação Física,100% gratuita,Hibrido,2025-08-04,2029-08-03,Goiás,Anápolis
36f99a8b-e04e-48c0-8d32-41d46821befb,Universidade Porto Velho,Engenharias,Engenharia Elétrica,75% gratuita,Presencial,2025-07-10,2028-07-09,Rondônia,Porto Velho
4123dd85-c905-4b78-a956-09e65af5089f,Universidade Feira de Santana,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,100% gratuita,EAD,2025-07-01,2027-07-01,Bahia,Feira de Santana
a1a30a5e-0e95-4f4d-9e51-b746c1a25b68,Universidade Rio de Janeiro,Ciências Biológicas e da Saúde,Nutrição,100% gratuita,EAD,2025-06-02,2027-06-02,Rio de Janeiro,Rio de Janeiro
0ae07583-146b-43e8-9920-400bff2ed357,Universidade Boa Vista,TI & Computação,Análise e Desenvolvimento de Sistemas,50% gratuita,EAD,2025-06-15,2027-06-15,Roraima,Boa Vista
085bbee6-19f3-4507-9b1c-5b12e059acc3,Universidade João Pessoa,TI & Computação,Ciência da Computação,75% gratuita,Presencial,2025-06-18,2028-06-17,Paraíba,João Pessoa
5a64ec75-9af8-4d49-9868-5eeec2a94a1d,Universidade Uberlândia,Turismo & Hospitalidade,Hotelaria,75% gratuita,EAD,2025-08-19,2026-08-19,Minas Gerais,Uberlândia
b6e4519e-7f99-4c36-8774-1877197107ea,Universidade Vitória,Arquitetura e Urbanismo & Design,Design de Interiores,75% gratuita,Presencial,2025-08-04,2029-08-03,Espírito Santo,Vitória
9e2fc61e-fffa-4b39-896b-afb57319e78f,Universidade Feira de Santana,Ciências Médicas,Enfermagem,75% gratuita,Presencial,2025-07-01,2026-07-01,Bahia,Feira de Santana
331bb656-da95-41a0-9d07-b4ff2b7d14e2,Universidade Campinas,Ciências Humanas,História,75% gratuita,Hibrido,2025-07-20,2029-07-19,São Paulo,Campinas
19950701-f416-4fd0-ace0-9e511f1ecf08,Universidade João Pessoa,Arquitetura e Urbanismo & Design,Arquitetura,50% gratuita,Presencial,2025-08-05,2026-08-05,Paraíba,João Pessoa
bf4137b9-13a8-4b2d-ac47-1a34218edaf6,Universidade Palmas,Engenharias,Engenharia Civil,50% gratuita,Presencial,2025-07-04,2029-07-03,Tocantins,Palmas
113eb0bf-8fb4-49db-90e7-a8771064ebdd,Universidade Uberlândia,Ciências Jurídicas,Direito,25% gratuita,Presencial,2025-06-13,2027-06-13,Minas Gerais,Uberlândia
bd7e9105-bc76-480f-8c7e-eab24a6b6632,Universidade Joinville,Gestão & Negócios,Marketing,75% gratuita,EAD,2025-06-11,2027-06-11,Santa Catarina,Joinville
03498fbc-af71-4ddc-b3d0-771579db5c99,Universidade Porto Velho,Arquitetura e Urbanismo & Design,Design de Interiores,75% gratuita,EAD,2025-07-04,2027-07-04,Rondônia,Porto Velho
7ed6cf72-4984-4776-a584-284cb16ea11b,Universidade Belo Horizonte,Sem graduação,Edição de Vídeo,50% gratuita,Presencial,2025-08-04,2029-08-03,Minas Gerais,Belo Horizonte
adfb79bd-dbf9-4dee-8d54-bd59db14ecdc,Universidade Vila Velha,Engenharias,Engenharia Mecânica,25% gratuita,Hibrido,2025-07-10,2029-07-09,Espírito Santo,Vila Velha
2308aa4b-3b6f-4956-95b9-8ddfe8bfc35b,Universidade João Pessoa,Gestão & Negócios,Gestão de RH,50% gratuita,Hibrido,2025-08-12,2028-08-11,Paraíba,João Pessoa
ecd9024b-cedd-427a-8485-00f879ec824f,Universidade Palmas,Comunicação & Artes,Jornalismo,50% gratuita,Presencial,2025-06-18,2026-06-18,Tocantins,Palmas
96e52c25-6267-4477-9c85-f49d92821675,Universidade Cuiabá,Turismo & Hospitalidade,Hotelaria,100% gratuita,Presencial,2025-08-01,2027-08-01,Mato Grosso,Cuiabá
f6078c4c-35d5-4d87-86e2-a85996dddd21,Universidade Brasília,Gestão & Negócios,Gestão de RH,100% gratuita,Hibrido,2025-07-02,2029-07-01,Distrito Federal,Brasília
e4a09c5d-a983-4d7b-9d6b-f58cf9f945b0,Universidade Recife,Sem graduação,Edição de Vídeo,50% gratuita,EAD,2025-08-06,2028-08-05,Pernambuco,Recife
e2a1a841-5055-4b2c-a632-7de6e607180a,Universidade Rio Branco,Ciências Biológicas e da Saúde,Biomedicina,75% gratuita,EAD,2025-06-14,2026-06-14,Acre,Rio Branco
be9a2ab3-ac0a-4ea6-a34e-c211cace724d,Universidade Porto Alegre,Ciências Jurídicas,Direito,50% gratuita,EAD,2025-06-07,2028-06-06,Rio Grande do Sul,Porto Alegre
e487de00-4d91-4e4d-8785-7ca3c2dd7f8e,Universidade Manaus,Engenharias,Engenharia Civil,75% gratuita,Hibrido,2025-07-20,2028-07-19,Amazonas,Manaus
eaaa53f1-35de-4e4f-829e-a1e12e852169,Universidade Anápolis,Ciências Agrárias & Meio Ambiente,Engenharia Agrônoma,75% gratuita,EAD,2025-08-10,2027-08-10,Goiás,Anápolis
6e57735d-67ed-4e1f-b6e5-7581a9c027b9,Universidade Caruaru,Gestão & Negócios,Administração,75% gratuita,Hibrido,2025-08-04,2029-08-03,Pernambuco,Caruaru
3a57a466-02d3-47dd-881e-e3b95e4c4447,Universidade Nossa Senhora do Socorro,Ciências Médicas,Medicina,25% gratuita,EAD,2025-08-06,2029-08-05,Sergipe,Nossa Senhora do Socorro
2a481587-d150-4633-9fb1-2bed35f8625b,Universidade Boa Vista,Comunicação & Artes,Publicidade,50% gratuita,EAD,2025-08-01,2028-07-31,Roraima,Boa Vista
3d199ab4-28c1-4db1-87ff-e4c4d670aba5,Universidade Parintins,Arquitetura e Urbanismo & Design,Design Gráfico,25% gratuita,Hibrido,2025-06-28,2027-06-28,Amazonas,Parintins
8ef9b62c-4884-4818-adc6-96458764e3cc,Universidade Uberlândia,Sem graduação,Edição de Vídeo,50% gratuita,EAD,2025-06-08,2026-06-08,Minas Gerais,Uberlândia
06ddfdcc-abdd-4ef8-bd6b-09586381a73c,Universidade Parnaíba,Arquitetura e Urbanismo & Design,Arquitetura,100% gratuita,EAD,2025-07-28,2027-07-28,Piauí,Parnaíba
